 ISWEEP, FT, FX, FY, FZ, MOMX, MOMY, MOMZ, XBAR, YBAR, ZBAR
    50,  9.215513E-01,  3.583969E-02, -9.208541E-01,  0.000000E+00,  0.000000E+00,  0.000000E+00,  2.447054E-05,  7.820469E-05, -1.326590E-03,  5.000000E-01
   100,  1.407791E+00,  5.445134E-02, -1.406738E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00,  2.265353E-05,  1.366893E-04, -3.115305E-03,  5.000000E-01
   150,  2.136568E+00,  4.733147E-02, -2.136043E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00,  1.249010E-05,  5.958500E-06, -5.018012E-06,  5.000000E-01
   200,  2.696431E+00,  2.115517E-02, -2.696348E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00,  1.002987E-05, -5.922707E-05,  8.022939E-03,  5.000000E-01
   250,  3.036796E+00, -1.351488E-02, -3.036766E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00,  6.233093E-06, -1.081089E-04, -2.475305E-02,  5.000000E-01
   300,  3.198204E+00, -4.300333E-02, -3.197915E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00,  1.822632E-07, -9.489936E-05, -7.061368E-03,  5.000000E-01
   350,  3.370102E+00, -5.852807E-02, -3.369593E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -6.057422E-06, -3.398322E-05, -1.852995E-03,  5.000000E-01
   400,  3.497435E+00, -4.917336E-02, -3.497089E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -4.207712E-06,  3.979395E-05,  2.915617E-03,  5.000000E-01
   450,  3.613623E+00, -2.206346E-02, -3.613556E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00,  5.417558E-07,  6.750859E-05,  1.103201E-02,  5.000000E-01
   500,  3.611522E+00,  2.825266E-03, -3.611520E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00,  3.140401E-06,  3.619689E-05, -4.515873E-02,  5.000000E-01
   550,  3.523132E+00,  1.817305E-02, -3.523086E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00,  3.653020E-06, -4.757941E-06,  1.123403E-03,  5.000000E-01
   600,  3.420062E+00,  3.017467E-02, -3.419929E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00,  2.303195E-06, -2.031464E-05,  2.378744E-03,  5.000000E-01
   650,  3.345166E+00,  4.005119E-02, -3.344926E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00,  6.582569E-07, -1.686484E-05,  1.424924E-03,  5.000000E-01
   700,  3.305452E+00,  4.208003E-02, -3.305184E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -9.176326E-08, -2.074542E-05,  1.627272E-03,  5.000000E-01
   750,  3.288679E+00,  3.265892E-02, -3.288516E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -8.312382E-07, -3.719603E-05,  3.719918E-03,  5.000000E-01
   800,  3.281539E+00,  1.795288E-02, -3.281489E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -1.145635E-06, -4.361206E-05,  7.907752E-03,  5.000000E-01
   850,  3.276052E+00,  4.276885E-03, -3.276049E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -6.578051E-07, -3.838537E-05,  2.924899E-02,  5.000000E-01
   900,  3.268867E+00, -5.080253E-03, -3.268863E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -1.275399E-07, -3.065955E-05, -1.970263E-02,  5.000000E-01
   950,  3.260842E+00, -9.995660E-03, -3.260827E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00,  3.140800E-07, -2.314902E-05, -7.583193E-03,  5.000000E-01
  1000,  3.254172E+00, -1.037767E-02, -3.254155E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00,  5.286881E-07, -1.512561E-05, -4.793925E-03,  5.000000E-01
  1050,  3.249700E+00, -5.810077E-03, -3.249694E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00,  5.379560E-07, -6.676043E-06, -3.826637E-03,  5.000000E-01
  1100,  3.247098E+00,  2.398479E-04, -3.247098E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00,  4.157660E-07, -4.348957E-06,  6.061029E-02,  5.000000E-01
  1150,  3.245544E+00,  5.271743E-03, -3.245539E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00,  1.392760E-07, -6.259845E-06,  3.880282E-03,  5.000000E-01
  1200,  3.244449E+00,  8.656411E-03, -3.244437E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -1.823239E-07, -8.744470E-06,  3.256379E-03,  5.000000E-01
  1250,  3.243607E+00,  9.801798E-03, -3.243592E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -4.014283E-07, -1.201251E-05,  3.934203E-03,  5.000000E-01
  1300,  3.243011E+00,  8.700262E-03, -3.242999E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -4.927078E-07, -1.571326E-05,  5.800446E-03,  5.000000E-01
  1350,  3.242698E+00,  6.127093E-03, -3.242692E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -4.872369E-07, -1.823196E-05,  9.569528E-03,  5.000000E-01
  1400,  3.242622E+00,  3.364671E-03, -3.242620E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -4.120568E-07, -1.849413E-05,  1.770081E-02,  5.000000E-01
  1450,  3.242696E+00,  1.300322E-03, -3.242696E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -2.971479E-07, -1.734656E-05,  4.302969E-02,  5.000000E-01
  1500,  3.242839E+00,  2.027895E-04, -3.242839E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -1.929106E-07, -1.581876E-05,  2.520091E-01,  5.000000E-01
  1550,  3.243008E+00,  1.553433E-04, -3.243008E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -1.420125E-07, -1.408905E-05,  2.932144E-01,  5.000000E-01
  1600,  3.243204E+00,  9.848966E-04, -3.243204E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -1.437797E-07, -1.253278E-05,  4.112370E-02,  5.000000E-01
  1650,  3.243408E+00,  2.230566E-03, -3.243407E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -1.825639E-07, -1.171742E-05,  1.695614E-02,  5.000000E-01
  1700,  3.243598E+00,  3.379175E-03, -3.243597E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -2.448457E-07, -1.179070E-05,  1.124518E-02,  5.000000E-01
  1750,  3.243748E+00,  4.151988E-03, -3.243746E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -3.110184E-07, -1.237397E-05,  9.592274E-03,  5.000000E-01
  1800,  3.243912E+00,  4.460723E-03, -3.243909E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -3.622120E-07, -1.310456E-05,  9.448641E-03,  5.000000E-01
  1850,  3.244059E+00,  4.333130E-03, -3.244056E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -3.886867E-07, -1.384025E-05,  1.027198E-02,  5.000000E-01
  1900,  3.244189E+00,  3.879199E-03, -3.244186E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -3.917418E-07, -1.441223E-05,  1.195201E-02,  5.000000E-01
  1950,  3.244299E+00,  3.327355E-03, -3.244298E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -3.765373E-07, -1.460450E-05,  1.412677E-02,  5.000000E-01
  2000,  3.244397E+00,  2.852061E-03, -3.244396E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -3.546747E-07, -1.445974E-05,  1.632449E-02,  5.000000E-01
  2050,  3.244484E+00,  2.551458E-03, -3.244483E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -3.320768E-07, -1.412866E-05,  1.783612E-02,  5.000000E-01
  2100,  3.244550E+00,  2.459137E-03, -3.244549E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -3.170282E-07, -1.375622E-05,  1.802084E-02,  5.000000E-01
  2150,  3.244591E+00,  2.512684E-03, -3.244590E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -3.111587E-07, -1.346623E-05,  1.726490E-02,  5.000000E-01
  2200,  3.244648E+00,  2.706447E-03, -3.244647E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -3.154441E-07, -1.320210E-05,  1.571090E-02,  5.000000E-01
  2250,  3.244696E+00,  2.930788E-03, -3.244695E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -3.245060E-07, -1.312571E-05,  1.442084E-02,  5.000000E-01
  2300,  3.244727E+00,  3.117689E-03, -3.244726E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -3.349568E-07, -1.319490E-05,  1.362512E-02,  5.000000E-01
  2350,  3.244755E+00,  3.237860E-03, -3.244753E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -3.460828E-07, -1.333063E-05,  1.325212E-02,  5.000000E-01
  2400,  3.244778E+00,  3.278411E-03, -3.244776E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -3.539507E-07, -1.348316E-05,  1.323687E-02,  5.000000E-01
  2450,  3.244797E+00,  3.257905E-03, -3.244796E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -3.581321E-07, -1.362205E-05,  1.345731E-02,  5.000000E-01
  2500,  3.244811E+00,  3.180453E-03, -3.244809E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -3.554830E-07, -1.374106E-05,  1.390734E-02,  5.000000E-01
  2550,  3.244825E+00,  3.089833E-03, -3.244823E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -3.529796E-07, -1.377967E-05,  1.435664E-02,  5.000000E-01
  2600,  3.244835E+00,  3.016756E-03, -3.244834E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -3.490181E-07, -1.374527E-05,  1.466877E-02,  5.000000E-01
  2650,  3.244844E+00,  2.965451E-03, -3.244843E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -3.441015E-07, -1.368421E-05,  1.485744E-02,  5.000000E-01
  2700,  3.244853E+00,  2.938862E-03, -3.244852E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -3.402613E-07, -1.361775E-05,  1.491983E-02,  5.000000E-01
